SCBGE61RXBLA15336,200000,199999,2018-03-01,2018-03-01,2018,St James Red (Solid),Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15337,200000,200000,2018-03-01,2018-03-01,2018,St James Red (Solid),Linen,552,1,104
SCBGE61RXBLA15339,205000,205000,2018-04-01,2018-04-01,2018,Granite,Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15340,205000,205839,2018-04-01,2018-04-01,2018,St James Red (Solid),Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15341,205000,205000,2018-04-01,2018-04-01,2018,Moonbeam,Beluga,552,1,104
SCBGE61RXBLA15345,205000,205937,2018-04-01,2018-04-01,2018,St James Red (Solid),Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15346,204000,209400,2018-04-01,2018-04-02,2018,Havana,Linen,552,1,104
SCBGE61RXBLA15347,204000,205899,2018-04-01,2018-04-03,2018,Granite,Saffron,552,1,104
SCBGE61RXBLA15348,204500,205000,2018-04-01,2018-04-01,2018,Granite,Beluga,552,1,104
SCBGE61RXBLA15349,204500,205000,2018-04-01,2018-04-01,2018,St James Red (Solid),Beluga,552,1,104
SCBGE61RXBLA15350,205000,210002,2018-04-01,2018-04-01,2018,Moonbeam,Magnolia,552,1,104
SCBGE61RXBLA15351,205000,211847,2018-04-01,2018-04-01,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15352,205000,204998,2018-04-01,2018-04-19,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15353,205000,204999,2018-04-01,2018-04-19,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15354,205000,204827,2018-04-01,2018-04-19,2018,Glacier White,Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15355,205000,204827,2018-04-01,2018-04-19,2018,Windsor Blue,Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15356,205000,203726,2018-04-01,2018-04-19,2018,Windsor Blue,Beluga,552,1,104
SCBGE61RXBLA15357,205000,202847,2018-04-01,2018-04-19,2018,Windsor Blue,Beluga,552,1,104
SCBGE61RXBLA15358,205000,200999,2018-04-01,2018-04-19,2018,Windsor Blue,Beluga,552,1,104
SCBGE61RXBLA15361,205000,204813,2018-04-01,2018-04-19,2018,Blue Crystal,Saffron,552,1,104
SCBGE61RXBLA15362,205000,203002,2018-04-01,2018-04-19,2018,Blue Crystal,Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15363,205000,202111,2018-04-01,2018-04-19,2018,St James Red (Solid),Beluga,552,1,104
SCBGE61RXBLA15365,200000,209200,2018-07-29,2018-07-29,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15366,200000,208765,2018-07-29,2018-07-29,2018,Granite,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15367,200000,207000,2018-07-29,2018-07-30,2018,Granite,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15368,200000,206345,2018-07-29,2018-07-31,2018,St James Red (Solid),Beluga,552,1,104
SCBGE61RXBLA15370,200000,208000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15371,200000,206500,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,1,104
SCBGE61RXBLA15372,200000,208736,2018-07-29,2018-07-29,2018,St James Red (Solid),Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15373,200000,208000,2018-07-29,2018-07-30,2018,Windsor Blue,Magnolia - Chestnut,552,1,104
SCBGE61RXBLA15374,200000,206400,2018-07-29,2018-07-31,2018,Granite,Beluga,552,1,104
SCBGE61RXBLA15375,200000,203984,2018-07-29,2018-08-01,2018,St James Red (Solid),Beluga,552,1,104
SCBGE61RXBLA15376,200000,208000,2018-07-29,2018-08-02,2018,Moonbeam,Beluga,552,1,104
SCBGE61RXBLA15380,205000,208000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,1,104
SCBGE71RXBLA16311,273000,274955,2018-03-15,2018-03-15,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,702,1,104
SCBGE71RXBLA16312,273000,275000,2018-03-15,2018-03-15,2018,Moonbeam,Magnolia - Dark Stained Burr Walnut,702,1,104
SCBGE71RXBLA16313,273000,273589,2018-03-15,2018-03-15,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,702,1,104
SCBUE11DXBLA12261,307000,305000,2018-06-01,2018-06-01,2018,Blue Crystal,Beluga,500,1,104
SCBUE11DXBLA12263,310000,311238,2018-01-01,2018-01-01,2017,Blue Crystal,Magnolia - Dark Stained Burr Walnut,500,1,104
SCBUE11DXBLA12264,312000,311023,2018-01-01,2018-01-13,2017,Blue Crystal,Beluga,500,1,104
SCBUE11DXBLA12265,305000,303627,2018-01-01,2018-01-18,2017,St James Red (Solid),Beluga,500,1,104
SCBUE11DXBLA12266,305000,305000,2018-01-01,2018-01-01,2017,Havana,Beluga,500,1,104
SCBUE11DXBLA12267,305000,305789,2018-01-01,2018-01-01,2018,St James Red (Solid),Magnolia - Chestnut,500,1,104
SCBGE11RXBLA13262,219800,211789,2018-01-01,2018-01-01,2017,Granite,Magnolia - Dark Stained Burr Walnut,550,2,102
SCBGE11RXBLA13263,219800,215000,2018-01-01,2018-01-02,2017,Granite,Magnolia - Dark Stained Burr Walnut,550,2,102
SCBGE11RXBLA13271,219800,215999,2018-01-01,2018-01-01,2018,Blue Crystal,Magnolia - Dark Stained Burr Walnut,550,2,102
SCBGE11RXBLA13275,219800,220474,2018-04-25,2018-04-25,2018,Blue Crystal,Magnolia - Dark Stained Burr Walnut,550,2,102
SCBGE21RXBLA14321,210000,204300,2018-04-25,2018-05-02,2018,Windsor Blue,Beluga,551,2,102
SCBGE41RXBLA17320,240500,255000,2018-05-20,2018-05-20,2018,St James Red (Solid),Magnolia - Chestnut,703,2,102
SCBGE61RXBLA15331,202000,203000,2018-03-01,2018-03-01,2018,Blue Crystal,Beluga,552,2,102
SCBGE61RXBLA15338,200000,201000,2018-03-01,2018-03-01,2018,Granite,Magnolia - Dark Stained Burr Walnut,552,2,102
SCBGE61RXBLA15364,205000,208000,2018-07-29,2018-07-29,2018,St James Red (Solid),Beluga,552,2,102
SCBGE61RXBLA15369,200000,203400,2018-07-29,2018-07-29,2018,Moonbeam,Magnolia - Dark Stained Burr Walnut,552,2,102
SCBGE61RXBLA15377,200000,207392,2018-07-29,2018-07-29,2018,Aquamarine,Beluga,552,2,102
SCBUE11DXBLA12262,305000,310000,2018-06-01,2018-06-01,2018,Blue Crystal,Magnolia - Chestnut,500,2,102
SCBUE11DXBLA12268,305000,300000,2018-01-01,2018-01-01,2018,Granite,Magnolia - Chestnut,500,3,101
SCBUE11DXBLA12269,305000,300000,2018-01-01,2018-01-01,2018,Granite,Magnolia - Chestnut,500,3,101
SCBUE11DXBLA12270,305000,300000,2018-01-01,2018-01-02,2018,St James Red (Solid),Beluga,500,3,101
SCBGE11RXBLA13276,219800,224000,2018-04-25,2018-04-25,2018,Blue Crystal,Linen,550,4,104
SCBGE11RXBLA13277,219800,222500,2018-04-25,2018-04-25,2018,St James Red (Solid),Magnolia - Chestnut,550,4,104
SCBGE11RXBLA13278,219800,219800,2018-04-25,2018-04-26,2018,St James Red (Solid),Beluga,550,4,104
SCBGE11RXBLA13279,219800,220000,2018-04-25,2018-04-27,2018,St James Red (Solid),Beluga,550,4,104
SCBGE11RXBLA13280,219800,220000,2018-04-25,2018-04-25,2018,Granite,Beluga,550,4,104
SCBGE11RXBLA13281,219800,220600,2018-04-25,2018-04-25,2018,Granite,Magnolia - Chestnut,550,4,104
SCBGE21RXBLA14326,210000,209343,2018-04-25,2018-04-30,2018,Granite,Magnolia - Chestnut,551,4,104
SCBGE21RXBLA14327,210000,210374,2018-04-25,2018-04-30,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,551,4,104
SCBGE41RXBLA17300,240500,245000,2018-05-20,2018-05-20,2018,Blue Crystal,Magnolia,703,4,104
SCBGE41RXBLA17301,240500,248000,2018-05-20,2018-05-20,2018,Blue Crystal,Magnolia - Chestnut,703,4,104
SCBGE41RXBLA17302,240500,249000,2018-05-20,2018-05-20,2018,St James Red (Solid),Magnolia - Chestnut,703,4,104
SCBGE41RXBLA17303,240500,245000,2018-05-20,2018-05-20,2018,St James Red (Solid),Beluga,703,4,104
SCBGE41RXBLA17304,240500,245637,2018-05-20,2018-05-20,2018,St James Red (Solid),Beluga,703,4,104
SCBGE41RXBLA17305,240500,248393,2018-05-20,2018-05-21,2018,Granite,Magnolia - Dark Stained Burr Walnut,703,4,104
SCBGE41RXBLA17306,240500,248262,2018-05-20,2018-05-22,2018,Granite,Magnolia - Dark Stained Burr Walnut,703,4,104
SCBGE41RXBLA17307,240500,244999,2018-05-20,2018-05-23,2018,St James Red (Solid),Linen,703,4,104
SCBGE41RXBLA17308,240500,245000,2018-05-20,2018-05-24,2018,Moonbeam,Magnolia - Dark Stained Burr Walnut,703,4,104
SCBGE41RXBLA17309,240500,245637,2018-05-20,2018-05-25,2018,Windsor Blue,Magnolia - Chestnut,703,4,104
SCBGE41RXBLA17310,240500,240499,2018-05-20,2018-05-26,2018,Windsor Blue,Magnolia - Chestnut,703,4,104
SCBGE41RXBLA17311,240500,239983,2018-05-20,2018-05-27,2018,St James Red (Solid),Beluga,703,4,104
SCBGE41RXBLA17312,240500,240001,2018-05-20,2018-05-28,2018,St James Red (Solid),Beluga,703,4,104
SCBGE41RXBLA17313,240500,245000,2018-05-20,2018-05-20,2018,Windsor Blue,Beluga,703,4,104
SCBGE41RXBLA17314,240500,245999,2018-05-20,2018-05-20,2018,Windsor Blue,Saffron,703,4,104
SCBGE41RXBLA17315,240500,245000,2018-05-20,2018-05-20,2018,Windsor Blue,Magnolia - Chestnut,703,4,104
SCBGE41RXBLA17316,240500,245500,2018-05-20,2018-05-20,2018,Blue Crystal,Beluga,703,4,104
SCBGE61RXBLA15381,205000,201834,2018-07-29,2018-07-29,2018,Granite,Beluga,552,4,104
SCBGE61RXBLA15382,205000,200888,2018-07-29,2018-07-29,2018,St James Red (Solid),Beluga,552,4,104
SCBGE61RXBLA15383,205000,204500,2018-07-29,2018-07-29,2018,Moonbeam,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15384,205000,202769,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15385,205000,200000,2018-07-29,2018-07-29,2018,Windsor Blue,Saffron,552,4,104
SCBGE61RXBLA15386,205000,205392,2018-07-29,2018-07-29,2018,St James Red (Solid),Magnolia,552,4,104
SCBGE61RXBLA15387,205000,205000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15388,205000,204998,2018-07-29,2018-07-29,2018,Moonbeam,Beluga,552,4,104
SCBGE61RXBLA15389,205000,205000,2018-07-29,2018-07-30,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15390,205000,205829,2018-07-29,2018-07-30,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15391,205000,205000,2018-07-29,2018-07-30,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15392,200000,199999,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15393,200000,199997,2018-07-29,2018-07-29,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15394,200000,204829,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15395,200000,200000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15396,202000,200937,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15397,205000,205000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15398,205000,210382,2018-07-29,2018-08-18,2018,Blue Crystal,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15399,205000,207000,2018-07-29,2018-08-30,2018,Blue Crystal,Beluga,552,4,104
SCBGE61RXBLA15400,205000,205833,2018-07-29,2018-08-30,2018,Aquamarine,Beluga,552,4,104
SCBGE61RXBLA15401,205000,205000,2018-07-29,2018-08-30,2018,St James Red (Solid),Beluga,552,4,104
SCBGE61RXBLA15402,205000,200109,2018-07-29,2018-09-12,2018,St James Red (Solid),Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15403,205000,203982,2018-07-29,2018-09-12,2018,Granite,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15404,205000,198293,2018-07-29,2018-09-12,2018,Granite,Beluga,552,4,104
SCBGE61RXBLA15405,193000,195000,2018-07-29,2018-07-29,2018,St James Red (Solid),Beluga,552,4,104
SCBGE61RXBLA15406,193000,195673,2018-07-29,2018-07-29,2018,Moonbeam,Beluga,552,4,104
SCBGE61RXBLA15407,193000,195500,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15409,193000,195000,2018-07-29,2018-07-29,2018,St James Red (Solid),Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15410,193000,195372,2018-07-29,2018-07-29,2018,Aquamarine,Saffron,552,4,104
SCBGE61RXBLA15411,193000,196000,2018-07-29,2018-07-30,2018,Granite,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15412,193000,195382,2018-07-29,2018-07-30,2018,St James Red (Solid),Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15413,193000,195000,2018-07-29,2018-07-31,2018,Moonbeam,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15414,193000,192999,2018-07-29,2018-08-01,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15415,193000,192834,2018-07-29,2018-08-02,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15418,193000,192899,2018-07-29,2018-07-29,2018,Granite,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15419,193000,192400,2018-07-29,2018-07-29,2018,Havana,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15420,193000,195000,2018-07-29,2018-07-29,2018,Moonbeam,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15421,193000,195628,2018-07-29,2018-07-29,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15422,193000,197000,2018-07-29,2018-07-29,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15423,193000,195000,2018-07-29,2018-07-29,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15424,193000,195000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,552,4,104
SCBGE61RXBLA15425,193000,195000,2018-07-29,2018-07-29,2018,Moonbeam,Saffron,552,4,104
SCBGE61RXBLA15429,193000,195000,2018-07-29,2018-07-29,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15430,193000,195000,2018-07-29,2018-07-29,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15432,193000,195000,2018-07-29,2018-07-29,2018,Windsor Blue,Beluga,552,4,104
SCBGE61RXBLA15433,193000,195000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15434,193000,198000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15435,193000,195834,2018-07-29,2018-07-29,2018,Blue Crystal,Beluga,552,4,104
SCBGE61RXBLA15436,193000,197000,2018-07-29,2018-07-29,2018,Blue Crystal,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15437,193000,196111,2018-07-29,2018-07-29,2018,Blue Crystal,Magnolia - Chestnut,552,4,104
SCBGE61RXBLA15438,193000,195000,2018-07-29,2018-07-29,2018,Windsor Blue,Magnolia - Chestnut,552,4,104
SCBUE11DXBLA12271,310000,310000,2018-01-01,2018-01-01,2018,Moonbeam,Beluga,500,4,104
SCBUE11DXBLA12272,312000,311029,2018-01-01,2018-01-24,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12273,310000,312389,2018-01-01,2018-01-01,2018,Windsor Blue,Linen,500,4,104
SCBUE11DXBLA12274,305000,303728,2018-01-01,2018-01-28,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12275,307000,307000,2018-01-01,2018-01-01,2018,Windsor Blue,Magnolia - Chestnut,500,4,104
SCBUE11DXBLA12276,307000,309999,2018-01-01,2018-01-01,2018,Windsor Blue,Magnolia - Chestnut,500,4,104
SCBUE11DXBLA12277,307000,307000,2018-01-01,2018-01-01,2018,Windsor Blue,Beluga,500,4,104
SCBUE11DXBLA12278,307000,307900,2018-01-01,2018-01-01,2018,Windsor Blue,Beluga,500,4,104
SCBUE11DXBLA12279,310000,310000,2018-01-01,2018-01-01,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12280,312000,312000,2018-01-01,2018-01-01,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12281,310000,310788,2018-01-01,2018-01-01,2018,Blue Crystal,Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12282,305000,302000,2018-01-01,2018-02-01,2018,Blue Crystal,Beluga,500,4,104
SCBUE11DXBLA12283,305000,301837,2018-01-01,2018-01-19,2018,Blue Crystal,Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12284,307000,307000,2018-01-01,2018-01-01,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,500,4,104
SCBUE11DXBLA12285,310000,310000,2018-01-01,2018-01-01,2018,St James Red (Solid),Linen,500,4,104
SCBUE11DXBLA12286,310000,310000,2018-01-01,2018-01-02,2018,St James Red (Solid),Magnolia - Chestnut,500,4,104
SCBUE11DXBLA12287,307000,307265,2018-01-01,2018-01-03,2018,Granite,Magnolia - Chestnut,500,4,104
SCBUE11DXBLA12288,305000,306000,2018-01-01,2018-01-01,2018,Granite,Beluga,500,4,104
SCBGE21RXBLA14265,209000,205234,2018-01-01,2018-01-09,2018,Blue Crystal,Magnolia - Chestnut,551,5,104
SCBGE61RXBLA15261,202000,195000,2018-01-01,2018-01-30,2018,Moonbeam,Magnolia - Dark Stained Burr Walnut,552,5,104
SCBGE61RXBLA15262,202000,195443,2018-01-01,2018-01-30,2018,Windsor Blue,Magnolia - Chestnut,552,5,104
SCBGE61RXBLA15263,202000,195000,2018-01-01,2018-01-30,2018,Windsor Blue,Magnolia - Chestnut,552,5,104
SCBGE61RXBLA15264,202000,198747,2018-01-01,2018-01-30,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15265,202000,197555,2018-01-01,2018-01-31,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15266,202000,195738,2018-01-01,2018-02-01,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15278,202000,195000,2018-01-01,2018-01-30,2018,Granite,Magnolia - Chestnut,552,5,104
SCBGE61RXBLA15279,202000,193402,2018-01-01,2018-02-01,2018,St James Red (Solid),Beluga,552,5,104
SCBGE61RXBLA15280,202000,193000,2018-01-01,2018-02-01,2018,Moonbeam,Beluga,552,5,104
SCBGE61RXBLA15281,202000,195000,2018-01-01,2018-02-02,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15282,202000,195000,2018-01-01,2018-02-01,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15294,202000,200947,2018-02-01,2018-02-15,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,552,5,104
SCBGE61RXBLA15295,202000,193756,2018-02-01,2018-02-15,2018,Moonbeam,Beluga,552,5,104
SCBGE61RXBLA15300,202000,193756,2018-02-01,2018-02-16,2018,Windsor Blue,Magnolia - Chestnut,552,5,104
SCBGE61RXBLA15301,202000,188274,2018-02-01,2018-02-17,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15302,202000,193000,2018-02-01,2018-02-18,2018,Windsor Blue,Beluga,552,5,104
SCBGE61RXBLA15303,202000,182746,2018-02-01,2018-03-15,2018,Windsor Blue,Magnolia,552,5,104
SCBGE61RXBLA15304,202000,175273,2018-02-01,2018-03-30,2018,Windsor Blue,Magnolia,552,5,104
SCBGE61RXBLA15305,202000,193000,2018-02-01,2018-02-15,2018,Blue Crystal,Magnolia,552,5,104
SCBGE61RXBLA15320,200000,195000,2018-03-01,2018-05-30,2018,Granite,Beluga,552,5,104
SCBGE61RXBLA15321,200000,193000,2018-03-01,2018-05-30,2018,Granite,Magnolia - Dark Stained Burr Walnut,552,5,104
SCBGE61RXBLA15322,200000,198500,2018-03-01,2018-05-30,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,552,5,104
SCBGE61RXBLA15326,200000,187345,2018-03-01,2018-08-08,2018,Granite,Beluga,552,5,104
SCBGE71RXBLA16300,272745,261788,2018-03-15,2018-03-30,2018,Windsor Blue,Beluga,702,5,104
SCBGE71RXBLA16301,272745,263455,2018-03-15,2018-03-20,2018,Aquamarine,Saffron,702,5,104
SCBGE71RXBLA16307,272745,259837,2018-03-15,2018-03-30,2018,St James Red (Solid),Beluga,702,5,104
SCBGE71RXBLA16308,272745,260000,2018-03-15,2018-03-30,2018,St James Red (Solid),Beluga,702,5,104
SCBGE71RXBLA16309,272745,260555,2018-03-15,2018-03-30,2018,Granite,Beluga,702,5,104
SCBGE71RXBLA16310,272745,260000,2018-03-15,2018-03-30,2018,Granite,Beluga,702,5,104
SCBUE11DXBLA12289,310000,302493,2018-01-01,2018-01-10,2018,St James Red (Solid),Beluga,500,5,104
SCBUE11DXBLA12292,305000,304999,2018-01-01,2018-01-19,2018,Windsor Blue,Magnolia - Dark Stained Burr Walnut,500,5,104
SCBUE11DXBLA12293,305000,300283,2018-01-01,2018-01-30,2018,St James Red (Solid),Beluga,500,5,104
SCBUE11DXBLA12294,305000,304333,2018-01-01,2018-01-31,2018,St James Red (Solid),Beluga,500,5,104
SCBUE11DXBLA12295,305000,305799,2018-01-01,2018-01-01,2018,St James Red (Solid),Beluga,500,5,104
SCBUE11DXBLA12296,310000,310455,2018-01-01,2018-01-01,2018,Granite,Magnolia - Chestnut,500,5,104
SCBUE11DXBLA12299,307000,291899,2018-01-01,2018-04-12,2018,St James Red (Solid),Beluga,500,5,104
SCBUE11DXBLA12300,305000,300000,2018-01-01,2018-04-18,2018,St James Red (Solid),Beluga,500,5,104
SCBUE11DXBLA12301,310000,301000,2018-01-01,2018-05-28,2018,Granite,Magnolia - Dark Stained Burr Walnut,500,5,104
SCBGE21RXBLA14261,209000,205000,2018-01-01,2018-01-05,2018,Blue Crystal,Beluga,551,6,101
SCBGE21RXBLA14262,209000,205000,2018-01-01,2018-01-06,2018,Blue Crystal,Beluga,551,6,101
SCBGE21RXBLA14266,209000,200000,2018-01-01,2018-01-10,2018,Blue Crystal,Beluga,551,6,101
SCBGE21RXBLA14269,209000,204584,2018-01-01,2018-01-13,2018,St James Red (Solid),Beluga,551,6,101
SCBGE21RXBLA14270,209000,207000,2018-01-01,2018-01-14,2018,Granite,Magnolia - Chestnut,551,6,101
SCBGE21RXBLA14271,209000,205788,2018-01-01,2018-01-15,2018,Granite,Magnolia - Chestnut,551,6,101
SCBGE61RXBLA15267,202000,192746,2018-01-01,2018-01-30,2018,Windsor Blue,Beluga,552,6,101
SCBGE61RXBLA15268,202000,195000,2018-01-01,2018-01-31,2018,Windsor Blue,Magnolia - Chestnut,552,6,101
SCBGE61RXBLA15269,202000,194378,2018-01-01,2018-02-01,2018,Aquamarine,Magnolia - Chestnut,552,6,101
SCBGE61RXBLA15270,202000,195000,2018-01-01,2018-01-30,2018,Windsor Blue,Magnolia - Chestnut,552,6,101
SCBGE61RXBLA15276,202000,195000,2018-01-01,2018-01-30,2018,St James Red (Solid),Magnolia - Dark Stained Burr Walnut,552,6,101
SCBGE61RXBLA15277,202000,194887,2018-01-01,2018-01-30,2018,Granite,Magnolia - Chestnut,552,6,101
SCBGE61RXBLA15285,200000,194700,2018-01-01,2018-02-03,2018,Blue Crystal,Magnolia - Chestnut,552,6,101
SCBGE61RXBLA15286,200000,196777,2018-01-01,2018-01-30,2018,Blue Crystal,Beluga,552,6,101
